   204/299     1.52G   0.01751   0.01018  0.005305     0.033        10       640    0.8873     0.928    0.9554    0.7673   0.03538  0.006756  0.007108
   205/299     1.52G   0.01714    0.0104  0.005429   0.03297         3       640    0.8951    0.9228    0.9548    0.7657   0.03521  0.006904  0.006563
   206/299     1.52G   0.01684   0.01019  0.005302   0.03232         8       640    0.9169    0.9095    0.9583    0.7634   0.03569  0.006849  0.007465
   207/299     1.52G   0.01772   0.01062  0.005449   0.03379         8       640    0.9149    0.9075    0.9544     0.761   0.03525  0.006957  0.008063
   208/299     1.52G   0.01657   0.01067  0.005494   0.03273         5       640    0.9305    0.9125      0.96    0.7656   0.03547  0.006823  0.007425
   209/299     1.52G   0.01779   0.01009  0.005094   0.03297         6       640    0.9157    0.9151    0.9578    0.7669   0.03541  0.006768  0.006381
   210/299     1.52G   0.01817   0.01055   0.00558    0.0343         4       640    0.9037    0.9206    0.9553    0.7611   0.03515  0.006823  0.006703
   211/299     1.52G   0.01752  0.009746   0.00555   0.03281         6       640     0.947    0.9077    0.9623    0.7696   0.03522  0.006815   0.00734
   212/299     1.52G   0.01805   0.01038  0.005664   0.03409         2       640    0.8946    0.9458    0.9562    0.7694   0.03545  0.006785  0.006994
   213/299     1.52G   0.01783   0.01005  0.005854   0.03374         6       640    0.9268    0.9089    0.9578    0.7572   0.03537  0.006847  0.006739
   214/299     1.52G   0.01691   0.01012  0.004584   0.03161         4       640    0.9204    0.9219    0.9586    0.7644   0.03549  0.006879  0.007085
   215/299     1.52G   0.01824    0.0101  0.006459    0.0348         7       640    0.9228    0.9202    0.9605    0.7674   0.03516  0.006833  0.006989
   216/299     1.52G   0.01728   0.01026  0.005133   0.03268         7       640    0.8995    0.9437     0.961     0.769   0.03529  0.006811  0.006896
   217/299     1.52G   0.01802   0.01012  0.004531   0.03267         6       640    0.9534    0.8967    0.9597    0.7714   0.03532   0.00679  0.006822
   218/299     1.52G   0.01673  0.009974  0.005783   0.03249         4       640    0.9367    0.9111    0.9576    0.7685   0.03556  0.006854   0.00701
   219/299     1.52G   0.01746  0.009866  0.005683   0.03301         8       640    0.9256    0.9125    0.9548    0.7653    0.0354   0.00679  0.007128
   220/299     1.52G   0.01721   0.01017  0.004933   0.03232         5       640    0.9288    0.9151    0.9588     0.767   0.03551  0.006633  0.007514
   221/299     1.52G   0.01626  0.009872  0.005061    0.0312         7       640     0.933    0.9242    0.9611    0.7731   0.03577  0.006642  0.007752
   222/299     1.52G   0.01746   0.01012  0.005875   0.03346         4       640    0.9295    0.9029    0.9607    0.7744    0.0354  0.006595  0.007223
   223/299     1.52G   0.01706  0.009975  0.005174   0.03221         5       640    0.9349    0.8901    0.9562    0.7741   0.03607  0.006568   0.00724
   224/299     1.52G   0.01736   0.01017  0.005742   0.03326         5       640     0.959    0.8711    0.9581    0.7722    0.0355  0.006637  0.007787
   225/299     1.52G   0.01662   0.01021  0.005771    0.0326         8       640    0.9181    0.9084    0.9564     0.773   0.03532  0.006717  0.007667
   226/299     1.52G   0.01605   0.01014  0.004941   0.03112         5       640    0.9402    0.8964    0.9607     0.773   0.03564  0.006697  0.007182
   227/299     1.52G   0.01665   0.01021  0.005423   0.03228         5       640    0.9222    0.8988    0.9556     0.771   0.03565  0.006633  0.007533
   228/299     1.52G   0.01668   0.01008  0.004678   0.03144         7       640    0.9239    0.9037     0.961    0.7746   0.03542  0.006649  0.008068
   229/299     1.52G   0.01743  0.009893  0.005022   0.03235         7       640    0.9273    0.8978    0.9624    0.7784   0.03531  0.006717  0.008503
   230/299     1.52G   0.01673  0.009941  0.004669   0.03134         4       640    0.9101    0.9127    0.9559    0.7741   0.03538   0.00672   0.00839
   231/299     1.52G   0.01745   0.01031  0.005123   0.03289         5       640    0.8972    0.9254    0.9584    0.7783    0.0352  0.006716  0.007551
   232/299     1.52G   0.01743  0.009985  0.004899   0.03231         8       640    0.9292    0.9068    0.9596    0.7786   0.03532  0.006698  0.007971
   233/299     1.52G   0.01867   0.01008  0.005015   0.03376         5       640     0.909    0.9156    0.9586     0.776   0.03549  0.006631  0.008225
   234/299     1.52G   0.01741   0.01009  0.004882   0.03238         4       640    0.9197    0.9022    0.9602    0.7806   0.03533  0.006674  0.008503
   235/299     1.52G   0.01573   0.01004  0.005014   0.03078         5       640    0.9267      0.92    0.9626    0.7819   0.03505  0.006644  0.008749
   236/299     1.52G   0.01609  0.009759  0.004949   0.03079        11       640    0.9377    0.9006    0.9621    0.7812   0.03541  0.006656  0.008453
   237/299     1.52G   0.01751   0.01018  0.004709    0.0324         3       640    0.9326    0.9064    0.9623    0.7817   0.03571  0.006664  0.009009
   238/299     1.52G   0.01673   0.01004  0.004693   0.03147         8       640    0.9126    0.9045    0.9603    0.7807   0.03569  0.006671  0.008857
   239/299     1.52G   0.01623  0.009262  0.005358   0.03085         8       640    0.8948    0.9443    0.9654    0.7787   0.03567  0.006691  0.008617
   240/299     1.52G   0.01645  0.009729  0.004581   0.03076         7       640    0.9115    0.9319     0.965    0.7773    0.0359  0.006694  0.008617
   241/299     1.52G   0.01705   0.01039  0.004839   0.03228        13       640    0.9155     0.922     0.961    0.7777   0.03576  0.006676  0.008105
   242/299     1.52G   0.01662  0.009701  0.004807   0.03112         6       640    0.9069    0.9284    0.9588    0.7786   0.03586  0.006668  0.008563
   243/299     1.52G   0.01651  0.009575  0.005192   0.03128         2       640    0.9321    0.9093    0.9619    0.7783   0.03592  0.006612  0.008772
   244/299     1.52G   0.01617  0.009464  0.004933   0.03056         8       640    0.9356    0.8975    0.9626     0.775   0.03576  0.006606  0.008888
   245/299     1.52G   0.01702  0.009989  0.005634   0.03264         6       640     0.921    0.9124    0.9633    0.7744   0.03574  0.006631  0.009308
   246/299     1.52G   0.01702  0.009865  0.005225   0.03211         4       640     0.911    0.9212    0.9609    0.7774   0.03551  0.006654  0.008673
   247/299     1.52G   0.01728  0.009708  0.005127   0.03211         6       640    0.9224    0.9223    0.9612    0.7775   0.03549  0.006662   0.00851
   248/299     1.52G   0.01696  0.009939  0.004684   0.03158         5       640    0.9232    0.9306     0.963    0.7812   0.03554  0.006639  0.008225
   249/299     1.52G   0.01621  0.009535  0.004198   0.02994         3       640    0.9197    0.9207    0.9634    0.7828   0.03562  0.006612  0.008197
   250/299     1.52G   0.01768   0.01022  0.005448   0.03335         9       640    0.9137    0.9331     0.965    0.7871   0.03568  0.006619  0.007846
   251/299     1.52G   0.01661  0.009795  0.004763   0.03117         6       640    0.9296    0.9251    0.9655    0.7831    0.0355  0.006626   0.00734
   252/299     1.52G    0.0161  0.009739  0.004787   0.03063         5       640    0.9196    0.9194    0.9648    0.7832   0.03542  0.006598  0.007479
   253/299     1.52G   0.01624   0.01023  0.005327   0.03179         9       640    0.9092    0.9293    0.9653    0.7834   0.03534  0.006575  0.008088
   254/299     1.52G   0.01704  0.009886   0.00426   0.03119         7       640    0.9042     0.933    0.9646    0.7819   0.03554  0.006526  0.008471
   255/299     1.52G   0.01732  0.009654  0.004486   0.03146         5       640    0.9446    0.8925    0.9648    0.7811   0.03562  0.006501  0.008192
   256/299     1.52G   0.01531   0.00966  0.004319   0.02929         6       640    0.9144     0.923    0.9653    0.7821   0.03552  0.006495   0.00801
   257/299     1.52G   0.01642  0.009974  0.005625   0.03202         6       640    0.9243    0.9179    0.9651    0.7837   0.03562   0.00655  0.008149
   258/299     1.52G    0.0165   0.00958  0.005257   0.03133         9       640    0.9193    0.9238    0.9648    0.7853    0.0356  0.006587  0.008558
   259/299     1.52G   0.01684  0.009879  0.004909   0.03163         6       640    0.9054    0.9386    0.9616    0.7856   0.03563  0.006553  0.008994
   260/299     1.52G   0.01624  0.009627  0.004358   0.03023         6       640     0.903     0.936    0.9609     0.783   0.03548  0.006536  0.009191
   261/299     1.52G   0.01617   0.01003  0.005116   0.03132         9       640    0.9097    0.9311    0.9618    0.7846   0.03553  0.006531  0.009143
   262/299     1.52G    0.0156  0.009721  0.005383    0.0307         7       640     0.927    0.9191    0.9646    0.7844   0.03552  0.006548  0.008688
   263/299     1.52G   0.01686  0.009979  0.005137   0.03198         5       640    0.9554    0.8901     0.964    0.7842   0.03551  0.006575  0.008581
   264/299     1.52G   0.01649  0.009814  0.004984   0.03129         4       640    0.9529    0.8913    0.9628    0.7837   0.03543  0.006537  0.008612
   265/299     1.52G   0.01661  0.009623  0.004551   0.03078         7       640    0.9602    0.8917     0.963    0.7816    0.0354  0.006528  0.008581
   266/299     1.52G   0.01718  0.009832   0.00404   0.03105         4       640    0.9785    0.8741    0.9647    0.7817    0.0354  0.006559  0.008583
   267/299     1.52G   0.01609  0.009864  0.004979   0.03094         7       640     0.973    0.8768    0.9668    0.7808    0.0355   0.00656  0.008968
   268/299     1.52G   0.01513  0.009539  0.003862   0.02853         7       640    0.9677    0.8772    0.9665     0.784   0.03545  0.006536  0.009058
   269/299     1.52G   0.01687   0.01002  0.004664   0.03155         4       640    0.9606    0.8807    0.9652    0.7855   0.03539  0.006525  0.009121
   270/299     1.52G   0.01737  0.009837  0.005356   0.03257         4       640    0.9142    0.9222     0.964    0.7854   0.03539  0.006508  0.009361
   271/299     1.52G   0.01637  0.009956  0.004484   0.03081         5       640    0.9298    0.9101    0.9638    0.7832   0.03537  0.006508  0.009415
   272/299     1.52G   0.01627   0.01004  0.004504   0.03081         6       640    0.9344    0.9195    0.9636    0.7854   0.03535  0.006511  0.009219
   273/299     1.52G   0.01585  0.009271  0.004282    0.0294         5       640    0.9501    0.9007    0.9641    0.7836   0.03527  0.006501  0.008989
   274/299     1.52G   0.01615  0.009856  0.004405   0.03041         7       640    0.9594    0.8947    0.9664    0.7853   0.03529  0.006526  0.008936
   275/299     1.52G   0.01536  0.009629  0.003887   0.02888         8       640    0.9615    0.8949    0.9646    0.7861   0.03532  0.006517  0.009022
   276/299     1.52G   0.01646   0.01008  0.004397   0.03093         8       640    0.9674    0.8936    0.9648    0.7886   0.03523  0.006518  0.009019
   277/299     1.52G   0.01548  0.009567  0.004645   0.02969         4       640    0.9636    0.8953    0.9662    0.7888   0.03512  0.006541  0.008812
   278/299     1.52G   0.01663  0.009788  0.004145   0.03056         6       640    0.9585    0.8975    0.9651    0.7887   0.03509  0.006565  0.008582
   279/299     1.52G   0.01611  0.009578  0.004912    0.0306         4       640    0.9352    0.9202    0.9667    0.7855   0.03518  0.006553  0.008428
   280/299     1.52G   0.01655  0.009793  0.004644   0.03098         7       640    0.9186    0.9348     0.967    0.7858   0.03519  0.006532  0.008483
   281/299     1.52G   0.01638  0.009681   0.00457   0.03063         3       640    0.9368    0.9169    0.9666    0.7873   0.03519  0.006497  0.008621
   282/299     1.52G   0.01609  0.009606  0.004929   0.03063         6       640    0.9365    0.9174    0.9685    0.7876   0.03514  0.006478  0.008542
   283/299     1.52G   0.01562  0.009852   0.00387   0.02934         7       640    0.9326    0.9199    0.9662    0.7844   0.03515  0.006483  0.008368
   284/299     1.52G   0.01624  0.009663  0.005332   0.03123         3       640    0.9388    0.9129    0.9663     0.783   0.03515  0.006505  0.008355
   285/299     1.52G   0.01557  0.009634  0.004346   0.02955         7       640    0.9407    0.9168    0.9666    0.7844   0.03518  0.006499  0.008588
   286/299     1.52G   0.01653  0.009906  0.004635   0.03107         8       640    0.9388    0.9173    0.9663    0.7823   0.03517  0.006515  0.008686
   287/299     1.52G   0.01644  0.009973  0.004719   0.03113         7       640    0.9401    0.9109    0.9657    0.7828    0.0352  0.006515    0.0088
   288/299     1.52G   0.01592  0.009944  0.004761   0.03062         6       640     0.933    0.9199     0.966    0.7849   0.03517  0.006508  0.008846
   289/299     1.52G   0.01636  0.009813  0.005081   0.03125         8       640    0.9448    0.9016    0.9662    0.7839   0.03511  0.006513  0.008801
   290/299     1.52G   0.01605  0.009655  0.004409   0.03012         8       640    0.9131    0.9347    0.9662    0.7838   0.03512    0.0065  0.008663
   291/299     1.52G   0.01591  0.009612  0.004389   0.02991         5       640    0.9092    0.9382     0.964    0.7842   0.03513  0.006512  0.008687
   292/299     1.52G   0.01693   0.01011  0.004822   0.03186         8       640    0.9087    0.9443    0.9648     0.783   0.03514  0.006512  0.008645
   293/299     1.52G   0.01703  0.009531  0.005422   0.03198         6       640    0.9063    0.9419    0.9651    0.7864   0.03513  0.006497  0.008529
   294/299     1.52G   0.01584  0.009852  0.003853   0.02955         8       640    0.9081     0.941    0.9656    0.7865   0.03507  0.006491   0.00845
   295/299     1.52G   0.01553  0.009463  0.003891   0.02889         5       640    0.9084    0.9383    0.9651    0.7875   0.03506  0.006492  0.008394
   296/299     1.52G   0.01667  0.009929  0.005308   0.03191         9       640    0.9078    0.9399    0.9655    0.7868   0.03506  0.006498  0.008386
   297/299     1.52G   0.01616  0.009616  0.004094   0.02987        11       640    0.9105    0.9378    0.9671    0.7841   0.03504  0.006509  0.008324
   298/299     1.52G   0.01499  0.009473  0.004313   0.02878         3       640    0.9215    0.9273    0.9649    0.7874   0.03501  0.006524  0.008353
   299/299     1.52G   0.01509  0.009818   0.00417   0.02908         7       640    0.9192    0.9293     0.965    0.7869   0.03503  0.006513  0.008314
